scenario_id,part_index,trial_index,seed,true_snr_db,true_dt_s,true_freq_hz,message_text,cycle_utc,gap_cycles,resolved_expected,announce_text,announce_freq_hz,announce_snr_db,announce_cycle_utc,reference_text,reference_freq_hz,reference_snr_db,reference_cycle_utc,resolved_callsign,unresolved_placeholder
S5,0,0,1561858501,,0.0,,,2026-09-05T13:38:30Z,,,,,,,,,,,,
S5,0,1,960283802,,0.0,,,2026-09-05T13:38:45Z,,,,,,,,,,,,
S5,0,2,892021093,,0.0,,,2026-09-05T13:39:00Z,,,,,,,,,,,,
S5,0,3,1972790602,,0.0,,,2026-09-05T13:39:15Z,,,,,,,,,,,,
S5,0,4,522357441,,0.0,,,2026-09-05T13:39:30Z,,,,,,,,,,,,
S5,0,5,434100809,,0.0,,,2026-09-05T13:39:45Z,,,,,,,,,,,,
S5,0,6,1987541040,,0.0,,,2026-09-05T13:40:00Z,,,,,,,,,,,,
S5,0,7,1550731733,,0.0,,,2026-09-05T13:40:15Z,,,,,,,,,,,,
S5,0,8,978267978,,0.0,,,2026-09-05T13:40:30Z,,,,,,,,,,,,
S5,0,9,1361001477,,0.0,,,2026-09-05T13:40:45Z,,,,,,,,,,,,
S5,0,10,1672796167,,0.0,,,2026-09-05T13:41:00Z,,,,,,,,,,,,
S5,0,11,363339928,,0.0,,,2026-09-05T13:41:15Z,,,,,,,,,,,,
S5,0,12,920581965,,0.0,,,2026-09-05T13:41:30Z,,,,,,,,,,,,
S5,0,13,1985403058,,0.0,,,2026-09-05T13:41:45Z,,,,,,,,,,,,
S5,0,14,1613680917,,0.0,,,2026-09-05T13:42:00Z,,,,,,,,,,,,
S5,0,15,1930000429,,0.0,,,2026-09-05T13:42:15Z,,,,,,,,,,,,
S5,0,16,216305983,,0.0,,,2026-09-05T13:42:30Z,,,,,,,,,,,,
S5,0,17,312112809,,0.0,,,2026-09-05T13:42:45Z,,,,,,,,,,,,
S5,0,18,1052303369,,0.0,,,2026-09-05T13:43:00Z,,,,,,,,,,,,
S5,0,19,217579570,,0.0,,,2026-09-05T13:43:15Z,,,,,,,,,,,,
S5,0,20,99964177,,0.0,,,2026-09-05T13:43:45Z,,,,,,,,,,,,
S5,0,21,490683040,,0.0,,,2026-09-05T13:44:00Z,,,,,,,,,,,,
S5,0,22,1940961689,,0.0,,,2026-09-05T13:44:15Z,,,,,,,,,,,,
